record,score,price,state,variety
40747,89,30,California,Chardonnay
40748,89,34,Washington,Cabernet Franc
40749,89,38,Washington,Grenache Blanc
40750,89,18,California,Cabernet Sauvignon
40751,89,50,California,Pinot Noir
40752,89,16,New York,Rosé
40753,89,20,California,Rosé
40754,89,18,New York,Rosé
40755,89,38,Washington,Merlot
40756,89,18,California,Chardonnay
40757,89,45,California,Chardonnay
40758,89,32,Oregon,Pinot Noir
40759,89,25,California,Pinot Blanc
40760,89,80,California,Bordeaux-style Red Blend
40761,89,50,Oregon,Pinot Noir
40762,88,40,California,Cabernet Franc
40763,85,30,California,Zinfandel
40764,85,22,California,Zinfandel
40765,85,15,California,Red Blend
40766,85,38,Washington,Cabernet Sauvignon
40767,85,18,Washington,Riesling
40768,85,29,Washington,Syrah-Mourvèdre
40769,85,18,California,Cabernet Sauvignon
40770,85,33,California,Zinfandel
40771,85,25,California,Cabernet Sauvignon
40772,85,19,California,Chardonnay
40773,85,19,California,Cabernet Sauvignon
40774,85,30,California,Zinfandel
40775,85,10,California,Zinfandel
40776,85,50,California,Merlot
40777,85,23,New York,Bordeaux-style Red Blend
40778,85,20,California,Pinot Noir
40779,85,13,New York,Chardonnay
40780,85,10,California,Cabernet Sauvignon
40781,85,20,California,Syrah
40782,84,25,California,Red Blend
40783,84,18,California,Merlot
40784,84,12,New York,Chardonnay
40785,84,38,California,Chardonnay
40786,84,10,California,Merlot
40787,84,15,New York,Cabernet Merlot
40788,88,30,Oregon,Malbec
40789,88,36,California,Red Blend
40790,88,30,California,Sauvignon Blanc
40791,88,87,California,Cabernet Sauvignon
40792,88,14,California,Chardonnay
40793,88,26,California,Zinfandel
40794,88,21,California,Pinot Noir
40795,88,23,Oregon,Chardonnay
40796,88,20,Oregon,Chardonnay
40797,88,38,California,Pinot Noir
40798,88,19,Michigan,Auxerrois
40799,88,48,Michigan,Merlot-Cabernet Franc
40800,88,32,Michigan,Pinot Noir
40801,86,20,California,Chardonnay
40802,86,16,California,Chardonnay
40803,86,10,Washington,Syrah
40804,86,13,California,Sauvignon Blanc
40805,86,20,California,Rosé
40806,86,15,California,Chardonnay
40807,86,130,California,Bordeaux-style Red Blend
40808,86,14,California,Red Blend
40809,91,23,California,Red Blend
40810,91,50,California,Zinfandel
40811,91,25,California,Syrah
40812,91,24,California,Monastrell
40813,91,35,California,Chardonnay
40814,91,22,Oregon,Pinot Noir
40815,91,48,Oregon,Pinot Noir
40816,91,20,Oregon,Pinot Gris
40817,91,56,California,Pinot Noir
40818,91,39,California,Pinot Noir
40819,91,30,Oregon,Pinot Noir
40820,91,27,California,Vermentino
40821,91,70,California,Cabernet Sauvignon
40822,91,50,Oregon,Pinot Noir
40823,91,32,California,Barbera
40824,91,49,California,Pinot Noir
40825,91,54,California,Pinot Noir
40826,91,35,California,Merlot
40827,91,30,Oregon,Viognier
40828,91,48,Oregon,Pinot Noir
40829,87,28,Washington,Sangiovese
40830,87,23,California,Shiraz
40831,87,25,California,Pinot Noir
40832,87,36,California,Cabernet Sauvignon
40833,87,75,California,Merlot
40834,87,15,California,Chardonnay
40835,87,16,California,White Blend
40836,87,50,California,Red Blend
40837,87,25,California,Chardonnay
40838,87,60,California,Cabernet Sauvignon
40839,89,18,California,Chardonnay
40840,89,34,Washington,Cinsault
40841,89,40,Washington,Cabernet Sauvignon
40842,89,20,Washington,Chardonnay
40843,89,85,Washington,Malbec
40844,89,15,California,Zinfandel
40845,93,53,Washington,Cabernet Sauvignon
40846,93,37,California,Chardonnay
40847,93,22,California,Red Blend
40848,93,29,California,Chardonnay
40849,93,20,Washington,Riesling
40850,93,47,California,Pinot Noir
40851,91,45,California,Syrah
40852,91,35,California,Chardonnay
40853,91,35,California,Chardonnay
40854,91,36,Washington,Malbec
40855,91,50,Washington,Syrah
40856,91,35,Washington,Red Blend
40857,90,24,New York,Cabernet Franc
40858,90,65,California,Zinfandel
40859,90,43,New York,Red Blend
40860,90,40,Washington,Cabernet Sauvignon
40861,90,20,Washington,Riesling
40862,90,100,California,Bordeaux-style Red Blend
40863,90,58,California,Pinot Noir
40864,90,45,California,Chardonnay
40865,88,16,California,Sauvignon Blanc
40866,88,20,Washington,Malbec
40867,88,36,California,Chardonnay
40868,88,20,California,Merlot
40869,88,25,Washington,Merlot
40870,88,38,Washington,Tempranillo
40871,88,35,California,Cabernet Sauvignon
40872,88,36,California,Chardonnay
40873,88,29,Washington,Sangiovese
40874,86,70,California,Chardonnay
40875,86,18,California,Sauvignon Blanc
40876,86,10,California,Chardonnay
40877,86,14,California,Chardonnay
40878,86,34,California,Chardonnay
40879,86,12,California,Cabernet Sauvignon
40880,86,15,Oregon,Pinot Gris
40881,86,52,California,Syrah
40882,86,32,California,G-S-M
40883,86,23,California,Red Blend
40884,86,20,California,Zinfandel
40885,88,25,California,Moscato
40886,88,37,Washington,Red Blend
40887,88,25,Washington,Merlot
40888,88,50,California,Syrah
40889,88,64,California,Merlot
40890,88,14,California,Sparkling Blend
40891,87,30,California,Merlot
40892,87,39,California,Mourvèdre
40893,88,14,California,White Blend
40894,88,28,California,Chardonnay
40895,88,9,Washington,Riesling
40896,88,24,California,Zinfandel
40897,88,15,California,Petite Sirah
40898,88,90,California,Cabernet Sauvignon
40899,88,20,California,Bordeaux-style Red Blend
40900,88,28,California,Chardonnay
40901,88,33,California,Zinfandel
40902,88,16,New York,Riesling
40903,88,18,California,Chardonnay
40904,91,50,California,Chardonnay
40905,91,130,California,Cabernet Sauvignon
40906,91,48,California,Bordeaux-style Red Blend
40907,91,64,Washington,Bordeaux-style Red Blend
40908,91,32,Oregon,Pinot Noir
40909,91,38,Washington,Bordeaux-style Red Blend
40910,91,95,California,Bordeaux-style Red Blend
40911,91,24,California,Sauvignon Blanc
40912,91,60,Washington,Bordeaux-style Red Blend
40913,91,30,Oregon,Riesling
40914,91,22,Washington,Bordeaux-style Red Blend
40915,88,18,California,Fiano
40916,88,50,New York,Petit Verdot
40917,88,12,California,Pinot Noir
40918,88,150,California,Cabernet Sauvignon
40919,88,18,New York,Riesling
40920,88,20,California,Merlot
40921,88,19,California,Chardonnay
40922,88,26,Washington,Malbec
40923,88,24,Washington,Rhône-style White Blend
40924,88,26,California,Rosé
40925,88,20,New York,Bordeaux-style Red Blend
40926,88,25,California,Sparkling Blend
40927,88,29,California,Riesling
40928,88,23,Washington,Syrah
40929,88,40,New York,Pinot Noir
40930,88,18,California,Mission
40931,88,17,New York,Riesling
40932,85,16,California,Primitivo
40933,85,28,California,Chardonnay
40934,85,24,California,Pinot Noir
40935,85,33,California,Malbec
40936,85,11,California,Pinot Grigio
40937,85,25,California,Zinfandel
40938,85,25,California,Sparkling Blend
40939,85,21,California,Pinot Noir
40940,85,30,California,Chardonnay
40941,85,14,California,Sauvignon Blanc
40942,85,22,California,Barbera
40943,85,20,California,Mourvèdre
40944,85,17,Oregon,Pinot Gris
40945,82,50,California,Cabernet Sauvignon
40946,82,10,California,Moscato
40947,82,15,California,Sauvignon Blanc
40948,82,12,California,Cabernet Sauvignon
40949,81,8,California,Cabernet Sauvignon
40950,81,28,California,Sauvignon Blanc
40951,81,18,California,Pinot Noir
40952,81,15,California,Cabernet Sauvignon
40953,80,23,California,Zinfandel
40954,96,100,California,Cabernet Sauvignon
40955,96,125,California,Cabernet Sauvignon
40956,96,100,California,Pinot Noir
40957,95,52,California,Pinot Noir
40958,95,55,California,Pinot Noir
40959,94,55,California,Pinot Noir
40960,94,48,California,Syrah
40961,92,40,California,Chardonnay
40962,92,79,California,Pinot Noir
40963,92,38,Washington,Rhône-style Red Blend
40964,92,98,California,Sparkling Blend
40965,92,40,California,Sparkling Blend
40966,92,125,California,Cabernet Sauvignon
40967,92,45,California,Pinot Noir
40968,92,115,California,Cabernet Sauvignon
40969,92,16,California,White Blend
40970,92,35,California,Petite Verdot
40971,92,80,California,Bordeaux-style Red Blend
40972,92,135,California,Claret
40973,94,95,California,Bordeaux-style Red Blend
40974,94,55,Washington,Red Blend
40975,94,100,California,Cabernet Sauvignon
40976,94,18,California,Chardonnay
40977,94,65,Washington,Sangiovese
40978,94,72,California,Chardonnay
40979,94,28,Washington,Syrah
40980,94,125,California,Cabernet Sauvignon
40981,94,60,California,Pinot Noir
40982,94,38,Washington,Cabernet Sauvignon
40983,94,38,California,Pinot Noir
40984,94,145,California,Cabernet Sauvignon
40985,94,40,Washington,Cabernet Sauvignon
40986,94,50,Washington,Red Blend
40987,93,55,Washington,Petit Verdot
40988,93,50,California,Cabernet Sauvignon
40989,91,45,California,Zinfandel
40990,91,50,California,Zinfandel
40991,91,28,California,Roussanne
40992,91,50,Washington,Red Blend
40993,91,48,California,Syrah
40994,91,20,California,Chardonnay
40995,91,60,California,Cabernet Sauvignon
40996,91,21,California,Sauvignon Blanc
40997,91,30,California,Red Blend
40998,91,28,Washington,Red Blend
40999,91,55,California,Red Blend
41000,91,21,California,Grenache Blanc
41001,91,58,California,Pinot Noir
41002,91,29,California,Pinot Noir
41003,91,42,California,Syrah
41004,91,27,California,Viognier-Grenache Blanc
41005,91,26,California,G-S-M
41006,91,24,California,Rhône-style White Blend
41007,91,52,California,Cabernet Sauvignon
41008,91,14,California,Pinot Noir
41009,91,65,Washington,Meritage
41010,86,18,California,Cabernet Sauvignon
41011,86,20,California,Red Blend
41012,86,21,California,Pinot Noir
41013,86,11,Washington,Rosé
41014,86,40,California,Cabernet Sauvignon
41015,86,42,California,Red Blend
41016,86,18,California,Pinot Noir
41017,86,60,California,Chardonnay
41018,86,18,California,Chardonnay
41019,86,12,Washington,Chardonnay
41020,86,16,Washington,Mourvèdre
41021,86,42,Washington,Tempranillo
41022,86,20,New York,Pinot Blanc
41023,86,18,California,Pinot Noir
41024,88,28,Washington,Syrah
41025,88,47,Washington,Carmenère
41026,88,45,California,Pinot Noir
41027,88,26,Washington,Marsanne
41028,88,15,Washington,Cabernet Sauvignon
41029,88,18,California,Chardonnay
41030,80,22,California,Sauvignon Blanc
41031,97,200,California,Bordeaux-style Red Blend
41032,97,90,Washington,Syrah
41033,96,80,Washington,Syrah
41034,96,400,California,Cabernet Sauvignon
41035,96,80,California,Cabernet Sauvignon
41036,95,240,Washington,Syrah
41037,95,80,California,Pinot Noir
41038,95,72,California,Pinot Noir
41039,95,85,Washington,Bordeaux-style Red Blend
41040,94,52,Washington,Cabernet Sauvignon
41041,94,95,Washington,Syrah
41042,94,125,California,Cabernet Sauvignon
41043,92,15,Washington,Riesling
41044,92,56,California,Pinot Noir
41045,92,140,California,Sparkling Blend
41046,92,100,California,Cabernet Sauvignon
41047,92,25,Washington,Roussanne
41048,92,65,Washington,Cabernet Sauvignon
41049,92,65,California,Cabernet Sauvignon
41050,92,48,Washington,Syrah
41051,92,125,California,Cabernet Sauvignon
41052,92,140,California,Cabernet Sauvignon
41053,92,33,Washington,Bordeaux-style Red Blend
41054,86,36,Oregon,Pinot Noir
41055,86,12,California,Pinot Grigio
41056,86,28,Oregon,Sangiovese
41057,86,28,California,Rosé
41058,86,55,California,Cabernet Sauvignon
41059,86,42,Oregon,Pinot Noir
41060,86,25,Oregon,Pinot Noir
41061,86,,California,Sauvignon Blanc
41062,86,48,California,Red Blend
41063,86,36,Washington,Cabernet Sauvignon
41064,86,18,Washington,Cabernet Sauvignon
41065,86,30,Washington,Red Blend
41066,89,38,Oregon,Pinot Noir
41067,89,46,California,Bordeaux-style Red Blend
41068,89,34,Oregon,Pinot Noir
41069,88,31,California,Champagne Blend
41070,87,22,California,Champagne Blend
41071,87,29,California,Champagne Blend
41072,87,23,California,Champagne Blend
41073,86,19,California,Riesling
41074,86,30,California,Champagne Blend
41075,85,20,New York,Champagne Blend
41076,83,12,California,Pinot Grigio
41077,83,13,California,Sauvignon Blanc
41078,82,15,California,Red Blend
41079,82,19,California,Pinot Noir
41080,82,9,California,Cabernet Sauvignon
41081,82,14,California,Pinot Noir
41082,82,10,California,Chardonnay
41083,82,32,California,Cabernet Sauvignon-Syrah
41084,82,27,California,Sauvignon Blanc
41085,82,25,California,Rosé
41086,82,22,California,Pinot Noir
41087,82,17,California,Rosé
41088,82,35,California,Syrah
41089,82,10,California,Cabernet Sauvignon
41090,82,38,California,G-S-M
41091,82,15,California,Cabernet Sauvignon
41092,82,30,California,Cabernet Sauvignon
41093,82,11,California,Pinot Noir
41094,82,15,California,Chardonnay
41095,82,29,California,Zinfandel
41096,82,20,California,Sauvignon Blanc
41097,82,10,California,Merlot
41098,82,18,California,Albariño
41099,82,36,California,Rhône-style Red Blend
41100,82,35,California,Pinot Noir
41101,92,40,Washington,Syrah
41102,92,40,Washington,Grenache
41103,92,44,California,Chardonnay
41104,92,76,California,Chardonnay
41105,92,40,California,Cabernet Sauvignon
41106,92,54,California,Red Blend
41107,92,42,California,Grenache
41108,92,28,California,Syrah
41109,92,45,California,Bordeaux-style Red Blend
41110,92,65,California,Cabernet Sauvignon
41111,85,32,California,Zinfandel
41112,88,18,California,Sauvignon Blanc
41113,88,18,California,Chardonnay
41114,88,32,California,Syrah
41115,88,30,California,Rhône-style Red Blend
41116,88,20,New York,Pinot Noir
41117,88,13,Washington,Riesling
41118,88,8,Washington,Syrah
41119,88,35,California,Cabernet Sauvignon
41120,87,27,California,Cabernet Sauvignon
41121,87,18,California,Cabernet Sauvignon
41122,87,24,California,Chardonnay
41123,87,19,California,Cabernet Sauvignon
41124,87,50,Washington,Cabernet Sauvignon
41125,87,32,California,Syrah
41126,87,16,California,Cabernet Sauvignon
41127,87,38,California,Malbec
41128,87,22,Washington,Syrah
41129,87,25,California,Syrah
41130,87,20,California,Merlot
41131,87,10,Washington,Gewürztraminer
41132,87,24,Washington,Sauvignon Blanc
41133,87,34,Washington,Merlot
41134,87,40,California,Pinot Noir
41135,87,11,California,Pinot Noir
41136,87,13,California,Chardonnay
41137,87,24,California,Viognier
41138,87,60,California,Cabernet Sauvignon
41139,87,10,California,Riesling
41140,87,13,New York,Valvin Muscat
41141,87,39,Washington,Syrah
41142,87,11,California,Pinot Noir
41143,87,50,California,Pinot Noir
41144,87,22,California,Gewürztraminer
41145,87,12,Washington,Merlot
41146,87,35,New York,Riesling
41147,87,26,New York,Chardonnay
41148,87,65,California,Red Blend
41149,87,40,New York,Viognier
41150,91,60,California,Grenache
41151,91,45,California,Pinot Noir
41152,91,76,California,Cabernet Sauvignon
41153,91,60,California,Chardonnay
41154,91,36,California,Grenache Noir
41155,91,30,Idaho,Riesling
41156,91,45,California,Cabernet Sauvignon
41157,91,22,Washington,Chardonnay
41158,91,32,Washington,Syrah
41159,91,65,California,Bordeaux-style Red Blend
41160,91,35,California,Meritage
41161,88,15,Oregon,Melon
41162,88,28,Oregon,Pinot Noir
41163,88,29,California,Arneis
41164,88,21,Oregon,Pinot Gris
41165,86,12,California,Pinot Noir
41166,86,16,California,Pinot Gris
41167,86,60,California,Cabernet Sauvignon
41168,86,27,California,Syrah
41169,86,14,California,Pinot Noir
41170,86,38,California,Red Blend
41171,86,16,California,Cabernet Sauvignon
41172,86,26,California,Chardonnay
41173,86,55,California,Pinot Noir
41174,86,28,Washington,Dolcetto
41175,86,14,California,Red Blend
41176,86,18,California,Rhône-style White Blend
41177,86,35,Washington,Malbec
41178,86,52,California,Cabernet Sauvignon
41179,87,15,Washington,Syrah
41180,87,29,Idaho,Bordeaux-style Red Blend
41181,87,12,California,Sauvignon Blanc
41182,87,20,Washington,Riesling
41183,87,17,California,Cabernet Sauvignon
41184,87,32,California,Zinfandel
41185,87,21,California,Merlot
41186,87,13,California,Rosé
41187,87,45,Virginia,Port
41188,87,36,Washington,Red Blend
41189,87,17,California,Cabernet Sauvignon
41190,87,22,California,Merlot
41191,94,75,California,Cabernet Sauvignon
41192,94,55,California,Zinfandel
41193,94,185,California,Cabernet Sauvignon
41194,94,55,Oregon,Pinot Noir
41195,94,38,California,Pinot Noir
41196,94,150,California,Cabernet Sauvignon
41197,94,96,California,Cabernet Sauvignon
41198,94,50,California,Rhône-style Red Blend
41199,94,60,California,Pinot Noir
41200,94,48,Oregon,Pinot Noir
41201,94,75,Oregon,Pinot Noir
41202,94,65,Oregon,Pinot Noir
41203,94,60,Oregon,Pinot Noir
41204,85,25,California,Zinfandel
41205,85,13,California,Chardonnay
41206,85,27,California,Cabernet Sauvignon
41207,85,14,Washington,White Blend
41208,85,19,Washington,Barbera
41209,85,10,California,Pinot Grigio
41210,85,34,California,Charbono
41211,85,40,California,Petite Sirah
41212,88,35,California,Merlot
41213,88,25,California,Zinfandel
41214,88,14,California,Pinot Grigio
41215,88,60,California,Cabernet Sauvignon
41216,86,17,Virginia,Red Blend
41217,86,36,Virginia,Cabernet Franc
41218,86,45,California,Zinfandel
41219,86,30,Colorado,Cabernet Sauvignon
41220,86,27,Virginia,Cabernet Franc
41221,86,22,California,Rosé
41222,86,23,Virginia,Merlot
41223,86,24,Oregon,Grüner Veltliner
41224,86,34,Oregon,Tempranillo
41225,86,32,Oregon,Tempranillo
41226,86,30,Virginia,Petit Verdot
41227,86,33,Colorado,Syrah
41228,87,33,California,Chardonnay
41229,87,40,Oregon,Tempranillo
41230,87,17,California,Chardonnay
41231,87,21,California,Grenache
41232,87,32,Michigan,Riesling
41233,87,24,California,Red Blend
41234,87,40,California,Chardonnay
41235,87,45,California,Zinfandel
41236,87,25,Oregon,Chardonnay
41237,92,36,Oregon,Pinot Noir
41238,92,26,California,Grenache
41239,92,29,California,Syrah
41240,92,75,Oregon,Pinot Noir
41241,92,30,California,Pinot Noir
41242,92,95,California,Cabernet Sauvignon
41243,92,56,California,Chardonnay
41244,92,85,California,Pinot Noir
41245,92,39,Oregon,Pinot Noir
41246,92,44,Oregon,Pinot Noir
41247,92,30,California,Sauvignon Blanc
41248,92,60,California,Pinot Noir
41249,92,35,California,Zinfandel
41250,92,50,Oregon,Pinot Noir
41251,90,22,California,Zinfandel
41252,90,22,California,Zinfandel
41253,90,26,California,Zinfandel
41254,90,24,California,Zinfandel
41255,90,18,California,Zinfandel
41256,90,22,California,Zinfandel
41257,90,30,California,Zinfandel
41258,90,25,California,Zinfandel
41259,90,18,California,Zinfandel
41260,89,30,California,Zinfandel
41261,89,22,California,Zinfandel
41262,89,18,New York,Riesling
41263,89,26,California,Zinfandel
41264,89,25,California,Zinfandel
41265,89,18,California,Zinfandel
41266,89,19,California,Zinfandel
41267,89,16,California,Zinfandel
41268,89,15,California,Zinfandel
41269,89,23,California,Zinfandel
41270,89,18,California,Zinfandel
41271,89,15,California,Zinfandel
41272,89,19,California,Zinfandel
41273,88,28,California,Zinfandel
41274,92,18,Oregon,Pinot Gris
41275,92,56,California,Pinot Noir
41276,92,45,California,Pinot Noir
41277,92,50,California,Pinot Noir
41278,92,68,California,Pinot Noir
41279,92,50,California,Pinot Noir
41280,92,68,California,Pinot Noir
41281,92,70,Oregon,Pinot Noir
41282,92,55,California,Pinot Noir
41283,92,62,California,Pinot Noir
41284,92,38,California,Pinot Noir
41285,92,38,California,Sparkling Blend
41286,92,42,California,Pinot Noir
41287,92,32,Oregon,Pinot Noir
41288,92,75,Oregon,Pinot Noir
41289,86,25,California,Riesling
41290,86,48,California,Zinfandel
41291,86,10,Washington,Cabernet Merlot
41292,86,14,California,Zinfandel
41293,86,23,California,Cabernet Sauvignon
41294,86,26,California,Zinfandel
41295,86,25,California,Chardonnay
41296,86,34,California,Cabernet Sauvignon
41297,86,75,California,Cabernet Sauvignon
41298,86,20,California,Zinfandel
41299,90,18,California,Chardonnay
41300,90,85,California,Cabernet Sauvignon
41301,90,16,Oregon,Pinot Gris
41302,90,50,California,Pinot Noir
41303,90,40,California,Roussanne
41304,90,18,California,Rosé
41305,90,40,California,Pinot Noir
41306,90,35,California,Pinot Noir
41307,90,95,California,Cabernet Sauvignon
41308,90,25,California,Semillon-Sauvignon Blanc
41309,90,80,California,Cabernet Sauvignon
41310,90,19,California,Sauvignon Blanc
41311,90,90,California,Cabernet Sauvignon
41312,90,18,California,Sauvignon Blanc
41313,90,50,California,Chardonnay
41314,88,24,California,Pinot Noir
41315,88,30,Texas,Malbec
41316,88,32,California,Bordeaux-style Red Blend
41317,88,20,Oregon,Riesling
41318,88,21,California,Sauvignon Blanc
41319,88,20,California,Syrah
41320,88,28,California,Sauvignon Blanc
41321,88,30,Virginia,Petit Manseng
41322,88,28,Oregon,Sauvignon Blanc
41323,88,49,Virginia,Merlot
41324,88,32,Virginia,Petit Verdot
41325,88,45,Oregon,Pinot Noir
41326,88,33,California,Red Blend
41327,88,24,Oregon,Rosé
41328,88,55,Virginia,Bordeaux-style Red Blend
41329,88,70,California,Cabernet Sauvignon
41330,88,38,Virginia,Cabernet Franc
41331,88,32,Washington,Malbec
41332,88,65,California,Merlot
41333,88,90,Washington,Cabernet Sauvignon
41334,88,44,Washington,Bordeaux-style Red Blend
41335,88,22,Washington,Red Blend
41336,88,14,Washington,Pinot Gris
41337,88,30,Idaho,Petite Sirah
41338,88,28,California,Rhône-style Red Blend
41339,88,13,California,Zinfandel
41340,88,12,Washington,Cabernet Sauvignon-Syrah
41341,88,35,California,Pinot Noir
41342,84,24,California,Chardonnay
41343,84,13,California,Chardonnay
41344,84,40,California,Chardonnay
41345,84,22,California,Red Blend
41346,84,15,California,Cabernet Sauvignon
41347,84,15,California,Merlot
41348,84,25,California,Cabernet Sauvignon
41349,84,12,California,Chardonnay
41350,84,17,California,Rosé
41351,84,18,California,Cabernet Sauvignon
41352,84,14,Oregon,Pinot Blanc
41353,93,18,California,Sauvignon Blanc
41354,93,225,California,Cabernet Sauvignon
41355,93,36,California,Syrah
41356,93,24,California,Red Blend
41357,93,105,California,Cabernet Sauvignon
41358,93,65,California,Cabernet Sauvignon
41359,93,90,California,Red Blend
41360,93,65,Oregon,Pinot Noir
41361,93,60,California,Cabernet Sauvignon
41362,92,45,California,Cabernet Sauvignon
41363,92,65,California,Cabernet Sauvignon
41364,92,325,California,Cabernet Sauvignon
41365,92,45,Oregon,Pinot Noir
41366,92,45,California,Cabernet Sauvignon
41367,92,85,Oregon,Pinot Noir
41368,92,65,California,Cabernet Sauvignon
41369,92,65,California,Cabernet Sauvignon
41370,95,58,California,Pinot Noir
41371,95,62,California,Pinot Noir
41372,95,82,California,Pinot Noir
41373,95,45,Oregon,Pinot Noir
41374,95,95,California,Pinot Noir
41375,95,60,California,Pinot Noir
41376,95,58,California,Pinot Noir
41377,95,82,California,Pinot Noir
41378,95,70,Oregon,Pinot Noir
41379,94,63,Oregon,Pinot Noir
41380,87,30,California,Charbono
41381,87,20,Washington,Rosé
41382,87,17,California,Port
41383,87,24,Washington,Merlot
41384,87,19,California,Zinfandel
41385,87,20,California,Syrah
41386,87,36,California,Chardonnay
41387,87,48,California,Meritage
41388,87,20,California,Malvasia Bianca
41389,87,20,California,Cabernet Sauvignon
41390,87,14,California,Sangiovese
41391,86,33,California,Pinot Noir
41392,86,14,New York,Riesling
41393,86,34,California,Cabernet Sauvignon
41394,86,28,California,Petite Sirah
41395,86,16,California,Sangiovese
41396,86,16,California,Pinot Gris
41397,86,30,California,Pinot Noir
41398,86,35,California,Cabernet Sauvignon
41399,86,24,California,Pinot Noir
41400,86,17,California,Albariño
41401,86,22,California,Syrah
41402,86,11,California,Cabernet Sauvignon
41403,86,11,California,Merlot
41404,85,25,Oregon,Malbec
41405,88,45,California,Chardonnay
41406,88,16,Washington,Rosé
41407,88,22,Washington,Sangiovese
41408,88,14,Washington,Chardonnay
41409,88,18,Washington,Merlot
41410,88,60,California,Pinot Noir
41411,88,20,Washington,Viognier
41412,88,22,California,Sparkling Blend
41413,88,16,California,Sauvignon Blanc
41414,88,14,California,Merlot
41415,88,25,California,Syrah
41416,88,25,California,Sauvignon Blanc
41417,88,23,Washington,Roussanne
41418,88,15,Washington,Red Blend
41419,88,44,Washington,Cabernet Sauvignon
41420,88,20,New York,Pinot Noir
41421,88,25,California,Zinfandel
41422,88,62,California,Chardonnay
41423,88,40,California,Chardonnay
41424,88,23,California,Pinot Noir
41425,88,48,California,Merlot
41426,88,28,California,Chardonnay
41427,88,48,Washington,Sauvignon Blanc
41428,88,42,California,Pinot Meunier
41429,88,22,California,Cabernet Sauvignon
41430,88,28,Washington,Cabernet Sauvignon
41431,88,35,California,Viognier
41432,88,24,California,Zinfandel
41433,89,22,California,Albariño
41434,89,32,California,Pinot Noir
41435,89,29,Oregon,Pinot Noir
41436,89,48,California,Red Blend
41437,89,29,California,Syrah
41438,89,32,Oregon,Grenache
41439,86,35,California,Red Blend
41440,85,29,California,Pinot Noir
41441,85,15,New York,Chardonnay
41442,85,14,California,Pinot Noir
41443,85,30,California,Zinfandel
41444,85,28,California,Cabernet Sauvignon
41445,85,22,California,Cabernet Sauvignon
41446,85,75,California,Red Blend
41447,85,42,California,Chardonnay
41448,85,30,California,Red Blend
41449,85,20,California,Red Blend
41450,89,50,California,Cabernet Sauvignon
41451,89,45,Washington,Syrah
41452,89,28,California,Cabernet Sauvignon
41453,89,32,California,Mourvèdre
41454,89,38,Washington,Nebbiolo
41455,89,30,Washington,Red Blend
41456,89,30,Washington,Red Blend
41457,89,18,Washington,Sauvignon Blanc
41458,94,48,California,Zinfandel
41459,93,65,California,Chardonnay
41460,93,125,California,Cabernet Sauvignon
41461,93,55,Oregon,Pinot Noir
41462,93,24,Oregon,Riesling
41463,93,55,Oregon,Pinot Noir
41464,93,50,California,Pinot Noir
41465,93,32,California,Chardonnay
41466,93,58,California,Pinot Noir
41467,93,72,California,Cabernet Sauvignon
41468,93,65,California,Sparkling Blend
41469,93,90,California,Cabernet Sauvignon
41470,93,90,California,Cabernet Sauvignon
41471,93,50,California,Cabernet Sauvignon
41472,93,58,California,Chardonnay
41473,93,75,Oregon,Pinot Noir
41474,91,26,California,Syrah
41475,91,75,California,Cabernet Sauvignon
41476,91,38,Washington,Cabernet Sauvignon
41477,91,35,California,Petite Sirah
41478,91,36,Washington,Syrah
41479,91,24,California,Chardonnay
41480,91,38,California,Muscat Canelli
41481,91,48,California,Chardonnay
41482,91,25,Washington,Syrah
41483,91,30,Washington,Bordeaux-style Red Blend
41484,91,35,California,Chardonnay
41485,91,45,Washington,Merlot
41486,91,30,California,Chardonnay
41487,91,45,Washington,Cabernet Sauvignon
41488,92,70,Washington,Syrah
41489,92,28,California,Primitivo
41490,92,50,California,Pinot Noir
41491,92,30,California,Sauvignon Blanc
41492,92,38,California,Rhône-style Red Blend
41493,92,70,California,Pinot Noir
41494,92,25,California,Cabernet Sauvignon
41495,92,55,California,Chardonnay
41496,92,55,California,Syrah-Cabernet
41497,92,30,California,Zinfandel
41498,92,46,California,Chardonnay
41499,86,12,California,Red Blend
41500,86,20,California,Chardonnay
41501,86,17,California,Sauvignon Blanc
41502,86,55,California,Pinot Noir
41503,86,17,California,Meritage
41504,86,20,California,Cabernet Sauvignon
41505,86,20,California,Pinot Noir
41506,86,35,Washington,Syrah
41507,86,18,California,Chardonnay
41508,86,17,California,Cabernet Sauvignon
41509,86,12,Washington,Red Blend
41510,86,35,California,Sauvignon Blanc
41511,86,,Washington,Sangiovese
41512,88,60,California,Cabernet Sauvignon
41513,88,19,Washington,Bordeaux-style Red Blend
41514,88,32,California,Syrah
41515,88,26,California,Sauvignon Blanc
41516,88,39,California,Zinfandel
41517,88,40,California,Cabernet Sauvignon
41518,88,30,California,Zinfandel
41519,88,20,California,Barbera
41520,88,40,Washington,Rhône-style Red Blend
41521,88,29,California,Zinfandel
41522,88,20,California,Sauvignon Blanc
41523,89,55,California,Pinot Noir
41524,89,45,California,Chardonnay
41525,89,18,California,Pinot Grigio
41526,89,15,California,Sauvignon Blanc
41527,89,49,California,Cabernet Sauvignon
41528,89,28,California,Syrah
41529,89,20,California,Albariño
41530,89,45,California,Syrah
41531,89,14,California,Red Blend
41532,89,65,California,Pinot Noir
